Time;Seconds from start for linreg;Unix Time;ch1 po2;ch2 po2;ch3 po2;ch4 po2;
1900-01-01 21:02:07;1.0;1745665327;99.913;101.127;96.307;104.738;
1900-01-01 21:02:08;2.0;1745665328;99.847;101.127;96.259;104.866;
1900-01-01 21:02:09;3.0;1745665329;99.847;101.108;96.331;104.866;
1900-01-01 21:02:10;4.0;1745665330;99.917;101.095;96.331;104.833;
1900-01-01 21:02:11;5.0;1745665331;99.917;101.095;96.352;104.819;
1900-01-01 21:02:12;6.0;1745665332;99.886;101.108;96.341;104.819;
1900-01-01 21:02:13;7.0;1745665333;99.814;101.108;96.341;104.831;
1900-01-01 21:02:14;8.0;1745665334;99.814;101.056;96.337;104.895;
1900-01-01 21:02:15;9.0;1745665335;99.908;101.034;96.269;104.895;
1900-01-01 21:02:17;10.0;1745665337;99.83;101.002;96.269;104.836;
1900-01-01 21:02:17;11.0;1745665337;99.83;101.002;96.237;104.805;
1900-01-01 21:02:18;12.0;1745665338;99.77;100.95;96.305;104.805;
1900-01-01 21:02:19;13.0;1745665339;99.711;100.95;96.305;104.837;
1900-01-01 21:02:20;14.0;1745665340;99.711;100.888;96.409;104.81;
1900-01-01 21:02:21;15.0;1745665341;99.708;100.943;96.4;104.81;
1900-01-01 21:02:22;16.0;1745665342;99.648;100.943;96.4;104.939;
1900-01-01 21:02:23;17.0;1745665343;99.648;100.956;96.465;104.792;
1900-01-01 21:02:24;18.0;1745665344;99.574;100.964;96.465;104.792;
1900-01-01 21:02:25;19.0;1745665345;99.667;100.964;96.363;104.846;
1900-01-01 21:02:26;20.0;1745665346;99.667;100.994;96.254;104.759;
1900-01-01 21:02:27;21.0;1745665347;99.57;100.889;96.254;104.759;
1900-01-01 21:02:28;22.0;1745665348;99.583;100.889;96.309;104.844;
1900-01-01 21:02:29;23.0;1745665349;99.583;100.89;96.347;104.835;
1900-01-01 21:02:30;24.0;1745665350;99.543;100.978;96.347;104.835;
1900-01-01 21:02:31;25.0;1745665351;99.543;100.978;96.331;104.833;
1900-01-01 21:02:32;26.0;1745665352;99.626;100.975;96.243;104.833;
1900-01-01 21:02:33;27.0;1745665353;99.625;100.913;96.243;104.826;
1900-01-01 21:02:34;28.0;1745665354;99.625;100.913;96.296;104.871;
1900-01-01 21:02:35;29.0;1745665355;99.687;100.943;96.205;104.871;
1900-01-01 21:02:36;30.0;1745665356;99.579;100.997;96.205;104.929;
1900-01-01 21:02:37;31.0;1745665357;99.579;100.997;96.197;104.946;
1900-01-01 21:02:38;32.0;1745665358;99.584;100.969;96.147;104.946;
1900-01-01 21:02:39;33.0;1745665359;99.549;101.068;96.147;104.86;
1900-01-01 21:02:40;34.0;1745665360;99.549;101.068;96.124;104.902;
1900-01-01 21:02:41;35.0;1745665361;99.491;100.941;96.131;104.902;
1900-01-01 21:02:42;36.0;1745665362;99.518;100.941;96.131;104.903;
1900-01-01 21:02:43;37.0;1745665363;99.518;100.964;96.174;104.848;
1900-01-01 21:02:44;38.0;1745665364;99.546;100.942;96.174;104.848;
1900-01-01 21:02:45;39.0;1745665365;99.532;100.942;96.206;104.876;
1900-01-01 21:02:46;40.0;1745665366;99.532;100.952;96.258;104.829;
1900-01-01 21:02:47;41.0;1745665367;99.623;100.92;96.211;104.829;
1900-01-01 21:02:48;42.0;1745665368;99.496;100.92;96.211;104.925;
1900-01-01 21:02:49;43.0;1745665369;99.496;100.985;96.134;104.864;
1900-01-01 21:02:50;44.0;1745665370;99.497;100.988;96.134;104.864;
1900-01-01 21:02:52;45.0;1745665372;99.506;100.988;96.17;104.898;
1900-01-01 21:02:52;46.0;1745665372;99.506;100.884;96.212;104.898;
1900-01-01 21:02:53;47.0;1745665373;99.509;100.959;96.212;104.841;
1900-01-01 21:02:54;48.0;1745665374;99.537;100.959;96.307;104.855;
1900-01-01 21:02:55;49.0;1745665375;99.537;100.936;96.392;104.855;
1900-01-01 21:02:56;50.0;1745665376;99.516;100.94;96.392;104.784;
1900-01-01 21:02:58;51.0;1745665378;99.511;100.94;96.451;104.821;
1900-01-01 21:02:58;52.0;1745665378;99.511;100.942;96.368;104.821;
1900-01-01 21:02:59;53.0;1745665379;99.573;100.919;96.368;104.85;
1900-01-01 21:03:00;54.0;1745665380;99.573;100.919;96.325;104.863;
1900-01-01 21:03:01;55.0;1745665381;99.532;100.9;96.335;104.863;
1900-01-01 21:03:02;56.0;1745665382;99.643;100.852;96.335;104.889;
1900-01-01 21:03:03;57.0;1745665383;99.643;100.852;96.259;104.961;
1900-01-01 21:03:04;58.0;1745665384;99.474;100.838;96.259;104.961;
1900-01-01 21:03:05;59.0;1745665385;99.512;100.838;96.301;104.88;
