Time;Seconds from start for linreg;Unix Time;ch1 po2;ch2 po2;ch3 po2;ch4 po2;
1900-01-01 10:22:09;1.0;1745713329;101.382;103.441;98.016;102.419;
1900-01-01 10:22:10;2.0;1745713330;101.427;103.433;98.016;102.419;
1900-01-01 10:22:11;3.0;1745713331;101.485;103.433;97.986;102.444;
1900-01-01 10:22:12;4.0;1745713332;101.485;103.391;98.01;102.444;
1900-01-01 10:22:13;5.0;1745713333;101.483;103.33;98.01;102.454;
1900-01-01 10:22:14;6.0;1745713334;101.397;103.33;97.905;102.488;
1900-01-01 10:22:15;7.0;1745713335;101.397;103.339;97.777;102.388;
1900-01-01 10:22:17;8.0;1745713337;101.408;103.404;97.777;102.388;
1900-01-01 10:22:17;9.0;1745713337;101.408;103.404;97.798;102.493;
1900-01-01 10:22:18;10.0;1745713338;101.358;103.464;97.794;102.493;
1900-01-01 10:22:19;11.0;1745713339;101.301;103.46;97.794;102.453;
1900-01-01 10:22:20;12.0;1745713340;101.301;103.46;97.79;102.475;
1900-01-01 10:22:21;13.0;1745713341;101.284;103.501;97.824;102.475;
1900-01-01 10:22:22;14.0;1745713342;101.306;103.442;97.824;102.474;
1900-01-01 10:22:24;15.0;1745713344;101.287;103.442;97.806;102.413;
1900-01-01 10:22:24;16.0;1745713344;101.287;103.619;97.998;102.413;
1900-01-01 10:22:25;17.0;1745713345;101.236;103.447;97.998;102.429;
1900-01-01 10:22:26;18.0;1745713346;101.236;103.447;97.903;102.408;
1900-01-01 10:22:27;19.0;1745713347;101.21;103.532;97.881;102.408;
1900-01-01 10:22:28;20.0;1745713348;101.186;103.524;97.881;102.418;
1900-01-01 10:22:29;21.0;1745713349;101.186;103.524;97.873;102.451;
1900-01-01 10:22:30;22.0;1745713350;101.187;103.418;97.909;102.451;
1900-01-01 10:22:31;23.0;1745713351;101.223;103.418;97.909;102.445;
1900-01-01 10:22:32;24.0;1745713352;101.223;103.439;97.837;102.458;
1900-01-01 10:22:33;25.0;1745713353;101.23;103.526;97.837;102.458;
1900-01-01 10:22:34;26.0;1745713354;101.215;103.526;97.74;102.395;
1900-01-01 10:22:35;27.0;1745713355;101.215;103.535;97.675;102.38;
1900-01-01 10:22:36;28.0;1745713356;101.283;103.54;97.675;102.38;
1900-01-01 10:22:37;29.0;1745713357;101.192;103.54;97.573;102.462;
1900-01-01 10:22:38;30.0;1745713358;101.192;103.522;97.563;102.404;
1900-01-01 10:22:39;31.0;1745713359;101.288;103.629;97.563;102.404;
1900-01-01 10:22:40;32.0;1745713360;101.288;103.629;97.697;102.357;
1900-01-01 10:22:41;33.0;1745713361;101.211;103.487;97.67;102.406;
1900-01-01 10:22:42;34.0;1745713362;101.307;103.543;97.67;102.406;
1900-01-01 10:22:43;35.0;1745713363;101.124;103.543;97.828;102.295;
1900-01-01 10:22:44;36.0;1745713364;101.124;103.513;97.756;102.295;
1900-01-01 10:22:45;37.0;1745713365;101.191;103.467;97.756;102.379;
1900-01-01 10:22:46;38.0;1745713366;101.191;103.467;97.723;102.384;
1900-01-01 10:22:47;39.0;1745713367;101.272;103.553;97.737;102.384;
1900-01-01 10:22:48;40.0;1745713368;101.187;103.553;97.737;102.428;
1900-01-01 10:22:49;41.0;1745713369;101.187;103.476;97.745;102.454;
1900-01-01 10:22:50;42.0;1745713370;101.262;103.463;97.745;102.454;
1900-01-01 10:22:51;43.0;1745713371;101.236;103.463;97.832;102.42;
1900-01-01 10:22:52;44.0;1745713372;101.236;103.544;97.806;102.31;
1900-01-01 10:22:53;45.0;1745713373;101.335;103.416;97.806;102.31;
1900-01-01 10:22:54;46.0;1745713374;101.275;103.416;97.755;102.432;
1900-01-01 10:22:55;47.0;1745713375;101.275;103.503;97.799;102.415;
1900-01-01 10:22:56;48.0;1745713376;101.355;103.374;97.799;102.415;
1900-01-01 10:22:57;49.0;1745713377;101.368;103.374;97.767;102.386;
1900-01-01 10:22:58;50.0;1745713378;101.368;103.459;97.719;102.433;
1900-01-01 10:22:59;51.0;1745713379;101.331;103.408;97.684;102.433;
1900-01-01 10:23:00;52.0;1745713380;101.467;103.408;97.684;102.379;
