Time;Seconds from start for linreg;Unix Time;ch1 po2;ch2 po2;ch3 po2;ch4 po2;
1900-01-01 06:12:09;1.0;1745698329;100.332;101.64;96.386;102.924;
1900-01-01 06:12:10;2.0;1745698330;100.221;101.645;96.386;102.952;
1900-01-01 06:12:11;3.0;1745698331;100.221;101.645;96.258;102.849;
1900-01-01 06:12:12;4.0;1745698332;100.278;101.667;96.141;102.849;
1900-01-01 06:12:13;5.0;1745698333;100.244;101.659;96.141;102.871;
1900-01-01 06:12:14;6.0;1745698334;100.244;101.659;96.004;102.895;
1900-01-01 06:12:15;7.0;1745698335;100.297;101.637;95.971;102.895;
1900-01-01 06:12:16;8.0;1745698336;100.281;101.637;95.971;102.871;
1900-01-01 06:12:17;9.0;1745698337;100.281;101.747;96.009;102.999;
1900-01-01 06:12:18;10.0;1745698338;100.414;101.759;96.009;102.999;
1900-01-01 06:12:19;11.0;1745698339;100.315;101.759;95.999;102.995;
1900-01-01 06:12:20;12.0;1745698340;100.315;101.682;96.035;102.953;
1900-01-01 06:12:21;13.0;1745698341;100.386;101.753;96.042;102.953;
1900-01-01 06:12:22;14.0;1745698342;100.372;101.753;96.042;102.928;
1900-01-01 06:12:23;15.0;1745698343;100.372;101.834;96.015;102.959;
1900-01-01 06:12:24;16.0;1745698344;100.335;101.78;96.015;102.959;
1900-01-01 06:12:25;17.0;1745698345;100.335;101.78;95.967;102.91;
1900-01-01 06:12:26;18.0;1745698346;100.378;101.665;95.974;102.91;
1900-01-01 06:12:27;19.0;1745698347;100.289;101.716;95.974;102.841;
1900-01-01 06:12:28;20.0;1745698348;100.289;101.716;96.037;102.845;
1900-01-01 06:12:29;21.0;1745698349;100.289;101.766;96.039;102.845;
1900-01-01 06:12:30;22.0;1745698350;100.254;101.798;96.039;102.914;
1900-01-01 06:12:31;23.0;1745698351;100.254;101.798;96.088;102.84;
1900-01-01 06:12:32;24.0;1745698352;100.251;101.814;96.041;102.84;
1900-01-01 06:12:33;25.0;1745698353;100.311;101.819;96.041;102.829;
