Time;Seconds from start for linreg;Unix Time;ch1 po2;ch2 po2;ch3 po2;ch4 po2;
1900-01-01 07:52:09;1.0;1745704329;101.407;103.047;97.523;102.334;
1900-01-01 07:52:10;2.0;1745704330;101.407;103.077;97.571;102.351;
1900-01-01 07:52:11;3.0;1745704331;101.483;102.999;97.639;102.351;
1900-01-01 07:52:12;4.0;1745704332;101.451;102.999;97.639;102.294;
1900-01-01 07:52:13;5.0;1745704333;101.451;102.952;97.427;102.336;
1900-01-01 07:52:15;6.0;1745704335;101.489;102.997;97.276;102.336;
1900-01-01 07:52:15;7.0;1745704335;101.457;102.997;97.276;102.349;
1900-01-01 07:52:16;8.0;1745704336;101.457;103.094;97.258;102.318;
1900-01-01 07:52:17;9.0;1745704337;101.435;103.061;97.258;102.318;
1900-01-01 07:52:18;10.0;1745704338;101.454;103.061;97.222;102.394;
1900-01-01 07:52:19;11.0;1745704339;101.454;103.103;97.196;102.389;
1900-01-01 07:52:20;12.0;1745704340;101.432;103.082;97.196;102.389;
1900-01-01 07:52:21;13.0;1745704341;101.445;103.082;97.231;102.44;
1900-01-01 07:52:22;14.0;1745704342;101.445;103.139;97.293;102.44;
1900-01-01 07:52:23;15.0;1745704343;101.467;103.119;97.293;102.301;
1900-01-01 07:52:24;16.0;1745704344;101.451;103.119;97.271;102.377;
1900-01-01 07:52:25;17.0;1745704345;101.451;103.183;97.182;102.303;
1900-01-01 07:52:26;18.0;1745704346;101.437;103.177;97.182;102.303;
1900-01-01 07:52:27;19.0;1745704347;101.437;103.177;97.292;102.343;
1900-01-01 07:52:28;20.0;1745704348;101.438;103.316;97.32;102.357;
1900-01-01 07:52:29;21.0;1745704349;101.38;103.232;97.32;102.357;
1900-01-01 07:52:30;22.0;1745704350;101.38;103.232;97.372;102.354;
1900-01-01 07:52:31;23.0;1745704351;101.4;103.171;97.395;102.354;
1900-01-01 07:52:32;24.0;1745704352;101.365;103.217;97.395;102.304;
1900-01-01 07:52:33;25.0;1745704353;101.328;103.217;97.437;102.346;
1900-01-01 07:52:34;26.0;1745704354;101.328;103.122;97.392;102.346;
1900-01-01 07:52:35;27.0;1745704355;101.332;103.221;97.392;102.286;
1900-01-01 07:52:36;28.0;1745704356;101.332;103.221;97.246;102.295;
1900-01-01 07:52:38;29.0;1745704358;101.397;103.111;97.204;102.295;
1900-01-01 07:52:38;30.0;1745704358;101.436;103.111;97.204;102.38;
1900-01-01 07:52:39;31.0;1745704359;101.436;103.108;97.235;102.409;
1900-01-01 07:52:40;32.0;1745704360;101.502;103.08;97.242;102.409;
1900-01-01 07:52:41;33.0;1745704361;101.429;103.08;97.242;102.356;
1900-01-01 07:52:42;34.0;1745704362;101.429;103.116;97.229;102.351;
1900-01-01 07:52:43;35.0;1745704363;101.46;103.106;97.271;102.351;
1900-01-01 07:52:45;36.0;1745704365;101.463;103.106;97.271;102.342;
1900-01-01 07:52:45;37.0;1745704365;101.463;103.006;97.173;102.355;
1900-01-01 07:52:47;38.0;1745704367;101.356;103.05;97.145;102.355;
1900-01-01 07:52:47;39.0;1745704367;101.356;103.05;97.145;102.312;
1900-01-01 07:52:48;40.0;1745704368;101.38;103.058;97.119;102.369;
1900-01-01 07:52:49;41.0;1745704369;101.382;102.96;97.119;102.369;
1900-01-01 07:52:50;42.0;1745704370;101.382;102.96;97.141;102.399;
1900-01-01 07:52:51;43.0;1745704371;101.384;103.088;97.152;102.399;
1900-01-01 07:52:52;44.0;1745704372;101.384;102.983;97.152;102.435;
1900-01-01 07:52:54;45.0;1745704374;101.384;102.983;97.193;102.39;
1900-01-01 07:52:54;46.0;1745704374;101.411;102.981;97.17;102.39;
1900-01-01 07:52:55;47.0;1745704375;101.514;102.923;97.17;102.466;
1900-01-01 07:52:56;48.0;1745704376;101.514;102.923;97.228;102.353;
1900-01-01 07:52:57;49.0;1745704377;101.486;102.998;97.13;102.353;
1900-01-01 07:52:58;50.0;1745704378;101.427;102.998;97.13;102.474;
1900-01-01 07:52:59;51.0;1745704379;101.427;103.053;97.083;102.398;
1900-01-01 07:53:00;52.0;1745704380;101.444;103.033;97.09;102.398;
1900-01-01 07:53:01;53.0;1745704381;101.43;103.033;97.09;102.435;
1900-01-01 07:53:02;54.0;1745704382;101.43;103.076;97.007;102.352;
1900-01-01 07:53:03;55.0;1745704383;101.427;103.065;97.007;102.352;
1900-01-01 07:53:04;56.0;1745704384;101.386;103.065;97.117;102.332;
1900-01-01 07:53:05;57.0;1745704385;101.386;103.021;97.164;102.349;
1900-01-01 07:53:06;58.0;1745704386;101.406;103.069;97.164;102.349;
1900-01-01 07:53:07;59.0;1745704387;101.378;103.069;97.109;102.376;
1900-01-01 07:53:08;60.0;1745704388;101.378;103.089;97.1;102.487;
1900-01-01 07:53:09;61.0;1745704389;101.45;103.04;97.1;102.487;
1900-01-01 07:53:11;62.0;1745704391;101.464;103.04;97.172;102.371;
1900-01-01 07:53:11;63.0;1745704391;101.464;103.078;97.121;102.371;
1900-01-01 07:53:12;64.0;1745704392;101.347;103.021;97.121;102.333;
1900-01-01 07:53:13;65.0;1745704393;101.32;103.021;97.171;102.329;
1900-01-01 07:53:14;66.0;1745704394;101.32;103.039;97.123;102.329;
1900-01-01 07:53:15;67.0;1745704395;101.32;103.1;97.123;102.365;
1900-01-01 07:53:16;68.0;1745704396;101.42;103.1;97.123;102.392;
1900-01-01 07:53:17;69.0;1745704397;101.42;103.126;96.98;102.392;
1900-01-01 07:53:18;70.0;1745704398;101.382;103.092;96.98;102.353;
1900-01-01 07:53:19;71.0;1745704399;101.382;103.092;96.995;102.344;
1900-01-01 07:53:20;72.0;1745704400;101.398;103.007;96.976;102.344;
1900-01-01 07:53:21;73.0;1745704401;101.36;103.007;96.976;102.41;
1900-01-01 07:53:22;74.0;1745704402;101.36;103.056;96.939;102.492;
1900-01-01 07:53:23;75.0;1745704403;101.391;102.955;96.941;102.492;
1900-01-01 07:53:24;76.0;1745704404;101.393;102.955;96.941;102.391;
1900-01-01 07:53:25;77.0;1745704405;101.393;102.878;96.879;102.303;
1900-01-01 07:53:26;78.0;1745704406;101.36;102.937;96.879;102.303;
1900-01-01 07:53:27;79.0;1745704407;101.331;102.937;96.807;102.327;
1900-01-01 07:53:28;80.0;1745704408;101.331;102.814;96.738;102.327;
1900-01-01 07:53:29;81.0;1745704409;101.333;102.84;96.738;102.354;
1900-01-01 07:53:30;82.0;1745704410;101.339;102.84;96.742;102.409;
1900-01-01 07:53:31;83.0;1745704411;101.339;102.861;96.844;102.409;
1900-01-01 07:53:32;84.0;1745704412;101.298;102.921;96.844;102.327;
1900-01-01 07:53:34;85.0;1745704414;101.217;102.921;96.846;102.305;
1900-01-01 07:53:34;86.0;1745704414;101.217;102.923;96.875;102.305;
1900-01-01 07:53:35;87.0;1745704415;101.24;103.04;96.875;102.365;
1900-01-01 07:53:36;88.0;1745704416;101.24;103.04;96.871;102.326;
1900-01-01 07:53:37;89.0;1745704417;101.271;102.944;96.741;102.326;
