Time;Seconds from start for linreg;Unix Time;ch1 po2;ch2 po2;ch3 po2;ch4 po2;
1900-01-01 23:32:08;1.0;1745674328;100.216;101.789;96.891;103.106;
1900-01-01 23:32:09;2.0;1745674329;100.216;101.789;96.816;103.153;
1900-01-01 23:32:10;3.0;1745674330;100.198;101.787;96.715;103.259;
1900-01-01 23:32:12;4.0;1745674332;100.17;101.705;96.715;103.259;
1900-01-01 23:32:12;5.0;1745674332;100.17;101.705;96.658;103.145;
1900-01-01 23:32:13;6.0;1745674333;100.175;101.82;96.582;103.145;
1900-01-01 23:32:15;7.0;1745674335;100.209;101.737;96.582;103.11;
1900-01-01 23:32:15;8.0;1745674335;100.209;101.737;96.649;103.064;
1900-01-01 23:32:16;9.0;1745674336;100.197;101.786;96.682;103.064;
1900-01-01 23:32:17;10.0;1745674337;100.151;101.854;96.682;103.067;
1900-01-01 23:32:18;11.0;1745674338;100.151;101.854;96.712;103.177;
1900-01-01 23:32:19;12.0;1745674339;100.126;101.836;96.724;103.177;
1900-01-01 23:32:20;13.0;1745674340;100.051;101.836;96.724;103.176;
1900-01-01 23:32:21;14.0;1745674341;100.051;101.842;96.859;103.148;
1900-01-01 23:32:22;15.0;1745674342;100.078;101.817;96.877;103.148;
1900-01-01 23:32:23;16.0;1745674343;100.126;101.776;96.877;103.128;
1900-01-01 23:32:24;17.0;1745674344;100.126;101.776;96.993;103.137;
1900-01-01 23:32:25;18.0;1745674345;100.244;101.855;97.06;103.137;
1900-01-01 23:32:26;19.0;1745674346;100.217;101.77;97.06;103.15;
1900-01-01 23:32:27;20.0;1745674347;100.217;101.77;97.038;103.115;
1900-01-01 23:32:28;21.0;1745674348;100.218;101.757;96.992;103.115;
1900-01-01 23:32:29;22.0;1745674349;100.154;101.757;96.992;103.202;
1900-01-01 23:32:30;23.0;1745674350;100.154;101.768;96.971;103.111;
1900-01-01 23:32:31;24.0;1745674351;100.245;101.719;96.832;103.111;
1900-01-01 23:32:32;25.0;1745674352;100.273;101.748;96.832;103.131;
1900-01-01 23:32:33;26.0;1745674353;100.273;101.748;96.761;103.231;
1900-01-01 23:32:34;27.0;1745674354;100.31;101.722;96.856;103.231;
1900-01-01 23:32:35;28.0;1745674355;100.379;101.766;96.856;103.207;
1900-01-01 23:32:36;29.0;1745674356;100.379;101.766;96.855;103.149;
1900-01-01 23:32:37;30.0;1745674357;100.42;101.726;96.874;103.149;
1900-01-01 23:32:39;31.0;1745674359;100.435;101.685;96.874;103.14;
1900-01-01 23:32:39;32.0;1745674359;100.435;101.685;96.896;103.172;
1900-01-01 23:32:40;33.0;1745674360;100.368;101.655;96.914;103.172;
1900-01-01 23:32:41;34.0;1745674361;100.409;101.714;96.914;103.074;
1900-01-01 23:32:42;35.0;1745674362;100.409;101.714;96.959;103.112;
1900-01-01 23:32:43;36.0;1745674363;100.32;101.709;96.862;103.112;
1900-01-01 23:32:44;37.0;1745674364;100.26;101.709;96.862;103.06;
1900-01-01 23:32:45;38.0;1745674365;100.26;101.718;96.84;103.138;
1900-01-01 23:32:46;39.0;1745674366;100.292;101.686;96.787;103.138;
1900-01-01 23:32:47;40.0;1745674367;100.268;101.599;96.787;103.169;
1900-01-01 23:32:48;41.0;1745674368;100.268;101.599;96.675;103.088;
1900-01-01 23:32:49;42.0;1745674369;100.304;101.62;96.747;103.088;
1900-01-01 23:32:50;43.0;1745674370;100.256;101.648;96.747;103.113;
1900-01-01 23:32:51;44.0;1745674371;100.256;101.648;96.64;103.111;
1900-01-01 23:32:52;45.0;1745674372;100.264;101.666;96.685;103.111;
1900-01-01 23:32:53;46.0;1745674373;100.254;101.654;96.685;103.236;
1900-01-01 23:32:54;47.0;1745674374;100.254;101.654;96.723;103.085;
1900-01-01 23:32:55;48.0;1745674375;100.332;101.648;96.624;103.085;
1900-01-01 23:32:56;49.0;1745674376;100.294;101.579;96.624;103.179;
