Time;Seconds from start for linreg;Unix Time;ch1 po2;ch2 po2;ch3 po2;ch4 po2;
1900-01-01 07:27:09;1.0;1745702829;101.146;102.759;97.476;102.052;
1900-01-01 07:27:10;2.0;1745702830;101.065;102.758;97.476;102.052;
1900-01-01 07:27:11;3.0;1745702831;101.187;102.758;97.42;102.061;
1900-01-01 07:27:12;4.0;1745702832;101.187;102.755;97.313;102.016;
1900-01-01 07:27:13;5.0;1745702833;101.13;102.787;97.313;102.016;
1900-01-01 07:27:14;6.0;1745702834;101.148;102.787;97.309;102.107;
1900-01-01 07:27:15;7.0;1745702835;101.148;102.767;97.252;102.107;
1900-01-01 07:27:16;8.0;1745702836;101.155;102.872;97.252;102.124;
1900-01-01 07:27:17;9.0;1745702837;101.16;102.872;97.322;102.025;
1900-01-01 07:27:18;10.0;1745702838;101.16;102.733;97.343;102.025;
1900-01-01 07:27:19;11.0;1745702839;101.209;102.726;97.343;102.061;
1900-01-01 07:27:20;12.0;1745702840;101.209;102.726;97.364;102.069;
1900-01-01 07:27:22;13.0;1745702842;101.22;102.76;97.323;102.089;
1900-01-01 07:27:22;14.0;1745702842;101.233;102.736;97.323;102.089;
1900-01-01 07:27:23;15.0;1745702843;101.233;102.736;97.344;102.041;
1900-01-01 07:27:24;16.0;1745702844;101.237;102.752;97.308;102.041;
1900-01-01 07:27:25;17.0;1745702845;101.264;102.752;97.308;102.054;
1900-01-01 07:27:26;18.0;1745702846;101.264;102.783;97.359;102.086;
1900-01-01 07:27:27;19.0;1745702847;101.364;102.816;97.359;102.086;
1900-01-01 07:27:28;20.0;1745702848;101.256;102.816;97.334;102.1;
1900-01-01 07:27:29;21.0;1745702849;101.256;102.712;97.268;102.089;
1900-01-01 07:27:30;22.0;1745702850;101.169;102.788;97.268;102.089;
1900-01-01 07:27:31;23.0;1745702851;101.221;102.788;97.277;102.052;
1900-01-01 07:27:32;24.0;1745702852;101.221;102.75;97.147;102.123;
1900-01-01 07:27:34;25.0;1745702854;101.203;102.761;97.079;102.123;
1900-01-01 07:27:34;26.0;1745702854;101.203;102.761;97.079;101.989;
1900-01-01 07:27:35;27.0;1745702855;101.247;102.81;97.058;102.116;
1900-01-01 07:27:37;28.0;1745702857;101.211;102.789;97.058;102.116;
1900-01-01 07:27:37;29.0;1745702857;101.211;102.789;97.006;102.112;
1900-01-01 07:27:38;30.0;1745702858;101.242;102.758;97.136;102.112;
1900-01-01 07:27:40;31.0;1745702860;101.277;102.794;97.136;102.097;
1900-01-01 07:27:40;32.0;1745702860;101.277;102.794;97.116;102.107;
1900-01-01 07:27:41;33.0;1745702861;101.255;102.762;97.073;102.107;
1900-01-01 07:27:42;34.0;1745702862;101.314;102.793;97.073;102.233;
1900-01-01 07:27:43;35.0;1745702863;101.314;102.793;97.053;102.077;
1900-01-01 07:27:44;36.0;1745702864;101.282;102.666;97.064;102.077;
1900-01-01 07:27:45;37.0;1745702865;101.207;102.869;97.064;102.123;
1900-01-01 07:27:46;38.0;1745702866;101.207;102.869;97.009;102.132;
1900-01-01 07:27:47;39.0;1745702867;101.21;102.815;96.96;102.132;
1900-01-01 07:27:48;40.0;1745702868;101.138;102.815;96.96;102.142;
1900-01-01 07:27:49;41.0;1745702869;101.138;102.769;96.97;102.105;
1900-01-01 07:27:51;42.0;1745702871;101.252;102.872;96.971;102.105;
1900-01-01 07:27:51;43.0;1745702871;101.183;102.872;96.971;102.097;
1900-01-01 07:27:52;44.0;1745702872;101.183;102.823;97.082;102.123;
1900-01-01 07:27:53;45.0;1745702873;101.231;102.739;97.044;102.123;
1900-01-01 07:27:54;46.0;1745702874;101.248;102.739;97.044;102.029;
1900-01-01 07:27:55;47.0;1745702875;101.248;102.816;97.051;102.168;
1900-01-01 07:27:57;48.0;1745702877;101.21;102.743;97.071;102.168;
1900-01-01 07:27:57;49.0;1745702877;101.21;102.743;97.071;102.174;
1900-01-01 07:27:58;50.0;1745702878;101.21;102.791;97.025;102.098;
