Time;Seconds from start for linreg;Unix Time;ch1 po2;ch2 po2;ch3 po2;ch4 po2;
1900-01-01 05:22:09;1.0;1745695329;101.203;102.625;97.383;102.687;
1900-01-01 05:22:10;2.0;1745695330;101.102;102.684;97.383;102.687;
1900-01-01 05:22:11;3.0;1745695331;101.102;102.684;97.375;102.571;
1900-01-01 05:22:12;4.0;1745695332;101.112;102.602;97.26;102.571;
1900-01-01 05:22:13;5.0;1745695333;101.095;102.574;97.26;102.664;
1900-01-01 05:22:14;6.0;1745695334;101.095;102.574;97.326;102.594;
1900-01-01 05:22:15;7.0;1745695335;101.194;102.571;97.315;102.594;
1900-01-01 05:22:16;8.0;1745695336;101.132;102.571;97.315;102.575;
1900-01-01 05:22:17;9.0;1745695337;101.178;102.571;97.344;102.622;
1900-01-01 05:22:18;10.0;1745695338;101.178;102.48;97.309;102.622;
1900-01-01 05:22:19;11.0;1745695339;101.189;102.557;97.309;102.612;
1900-01-01 05:22:20;12.0;1745695340;101.189;102.557;97.293;102.492;
1900-01-01 05:22:22;13.0;1745695342;101.177;102.496;97.238;102.492;
1900-01-01 05:22:22;14.0;1745695342;101.171;102.496;97.238;102.563;
1900-01-01 05:22:23;15.0;1745695343;101.171;102.485;97.242;102.544;
1900-01-01 05:22:24;16.0;1745695344;101.242;102.563;97.231;102.544;
1900-01-01 05:22:25;17.0;1745695345;101.199;102.563;97.231;102.546;
1900-01-01 05:22:26;18.0;1745695346;101.199;102.591;97.27;102.563;
1900-01-01 05:22:27;19.0;1745695347;101.168;102.607;97.214;102.563;
1900-01-01 05:22:28;20.0;1745695348;101.342;102.607;97.214;102.521;
1900-01-01 05:22:29;21.0;1745695349;101.342;102.536;97.203;102.647;
1900-01-01 05:22:30;22.0;1745695350;101.328;102.518;97.203;102.647;
1900-01-01 05:22:31;23.0;1745695351;101.28;102.518;97.202;102.519;
1900-01-01 05:22:32;24.0;1745695352;101.28;102.448;97.212;102.581;
1900-01-01 05:22:33;25.0;1745695353;101.258;102.467;97.212;102.581;
1900-01-01 05:22:34;26.0;1745695354;101.286;102.467;97.12;102.531;
1900-01-01 05:22:35;27.0;1745695355;101.286;102.443;97.166;102.547;
1900-01-01 05:22:36;28.0;1745695356;101.274;102.415;97.064;102.547;
1900-01-01 05:22:37;29.0;1745695357;101.261;102.415;97.064;102.574;
1900-01-01 05:22:38;30.0;1745695358;101.261;102.483;96.867;102.515;
1900-01-01 05:22:40;31.0;1745695360;101.225;102.589;96.874;102.515;
1900-01-01 05:22:40;32.0;1745695360;101.241;102.589;96.874;102.578;
1900-01-01 05:22:41;33.0;1745695361;101.241;102.488;96.657;102.565;
1900-01-01 05:22:42;34.0;1745695362;101.235;102.424;96.657;102.565;
1900-01-01 05:22:43;35.0;1745695363;101.235;102.424;96.498;102.536;
