Time;Seconds from start for linreg;Unix Time;ch1 po2;ch2 po2;ch3 po2;ch4 po2;
1900-01-01 12:27:10;1.0;1745720830;101.291;102.894;97.838;101.925;
1900-01-01 12:27:11;2.0;1745720831;101.291;102.895;97.949;101.879;
1900-01-01 12:27:12;3.0;1745720832;101.284;102.886;98.052;101.879;
1900-01-01 12:27:14;4.0;1745720834;101.325;102.922;98.052;101.89;
1900-01-01 12:27:14;5.0;1745720834;101.325;102.922;98.069;101.955;
1900-01-01 12:27:15;6.0;1745720835;101.22;102.926;97.981;101.955;
1900-01-01 12:27:16;7.0;1745720836;101.224;102.97;97.981;101.914;
1900-01-01 12:27:17;8.0;1745720837;101.224;102.97;97.967;101.886;
1900-01-01 12:27:18;9.0;1745720838;101.271;103.023;97.875;101.886;
1900-01-01 12:27:19;10.0;1745720839;101.287;103.023;97.875;101.895;
1900-01-01 12:27:20;11.0;1745720840;101.287;102.957;97.904;101.933;
1900-01-01 12:27:21;12.0;1745720841;101.197;102.931;97.904;101.933;
1900-01-01 12:27:22;13.0;1745720842;101.363;102.931;97.851;101.9;
1900-01-01 12:27:23;14.0;1745720843;101.363;102.975;97.801;101.904;
1900-01-01 12:27:24;15.0;1745720844;101.394;102.966;97.801;101.904;
1900-01-01 12:27:25;16.0;1745720845;101.337;102.966;97.81;101.874;
1900-01-01 12:27:26;17.0;1745720846;101.337;102.942;97.7;101.887;
1900-01-01 12:27:27;18.0;1745720847;101.266;102.957;97.7;101.887;
1900-01-01 12:27:28;19.0;1745720848;101.266;102.957;97.826;101.954;
1900-01-01 12:27:29;20.0;1745720849;101.283;103.004;97.844;101.954;
1900-01-01 12:27:30;21.0;1745720850;101.324;102.985;97.844;101.987;
1900-01-01 12:27:31;22.0;1745720851;101.324;102.985;97.93;101.922;
1900-01-01 12:27:32;23.0;1745720852;101.308;102.904;97.912;101.922;
1900-01-01 12:27:34;24.0;1745720854;101.2;102.914;97.912;101.905;
1900-01-01 12:27:34;25.0;1745720854;101.2;102.914;97.944;101.895;
1900-01-01 12:27:35;26.0;1745720855;101.166;103.016;97.886;101.895;
1900-01-01 12:27:37;27.0;1745720857;101.141;102.983;97.886;101.918;
1900-01-01 12:27:37;28.0;1745720857;101.141;102.983;97.951;101.956;
1900-01-01 12:27:38;29.0;1745720858;101.1;102.956;97.898;101.956;
1900-01-01 12:27:39;30.0;1745720859;100.879;102.956;97.898;101.894;
1900-01-01 12:27:40;31.0;1745720860;100.879;103.017;97.819;101.954;
1900-01-01 12:27:41;32.0;1745720861;100.885;102.884;97.882;101.954;
1900-01-01 12:27:42;33.0;1745720862;100.795;102.884;97.882;101.997;
1900-01-01 12:27:43;34.0;1745720863;100.795;103.038;97.934;101.905;
1900-01-01 12:27:44;35.0;1745720864;100.823;103.033;97.934;101.905;
1900-01-01 12:27:45;36.0;1745720865;100.832;103.033;97.899;101.922;
1900-01-01 12:27:46;37.0;1745720866;100.832;103.023;97.894;101.922;
1900-01-01 12:27:47;38.0;1745720867;100.832;103.097;97.894;101.862;
1900-01-01 12:27:48;39.0;1745720868;100.767;103.097;97.857;101.882;
1900-01-01 12:27:49;40.0;1745720869;100.767;103.013;97.794;101.885;
1900-01-01 12:27:50;41.0;1745720870;100.847;102.984;97.794;101.885;
1900-01-01 12:27:51;42.0;1745720871;100.847;102.984;97.767;101.88;
1900-01-01 12:27:52;43.0;1745720872;100.831;102.943;97.806;101.923;
1900-01-01 12:27:54;44.0;1745720874;100.8;102.947;97.806;101.923;
1900-01-01 12:27:54;45.0;1745720874;100.8;102.947;97.813;101.87;
1900-01-01 12:27:55;46.0;1745720875;100.806;102.967;97.875;101.87;
1900-01-01 12:27:56;47.0;1745720876;100.979;102.996;97.875;101.999;
1900-01-01 12:27:57;48.0;1745720877;100.979;102.996;97.748;102.026;
1900-01-01 12:27:58;49.0;1745720878;100.926;103.035;97.868;102.026;
1900-01-01 12:28:00;50.0;1745720880;100.95;102.996;97.868;101.893;
1900-01-01 12:28:00;51.0;1745720880;100.95;102.996;97.771;102.043;
1900-01-01 12:28:01;52.0;1745720881;100.952;102.872;97.729;102.043;
1900-01-01 12:28:02;53.0;1745720882;100.982;102.872;97.729;101.955;
1900-01-01 12:28:03;54.0;1745720883;100.982;102.932;97.676;101.971;
1900-01-01 12:28:04;55.0;1745720884;100.947;102.914;97.71;101.971;
1900-01-01 12:28:05;56.0;1745720885;101.0;102.914;97.71;101.948;
1900-01-01 12:28:06;57.0;1745720886;101.0;102.926;97.638;102.014;
1900-01-01 12:28:07;58.0;1745720887;101.019;102.856;97.638;102.014;
1900-01-01 12:28:08;59.0;1745720888;100.948;102.856;97.611;101.973;
1900-01-01 12:28:09;60.0;1745720889;100.948;102.807;97.657;101.982;
1900-01-01 12:28:10;61.0;1745720890;100.962;102.937;97.657;101.982;
1900-01-01 12:28:11;62.0;1745720891;100.962;102.937;97.636;101.963;
1900-01-01 12:28:12;63.0;1745720892;100.958;102.939;97.662;101.986;
1900-01-01 12:28:13;64.0;1745720893;100.968;102.939;97.662;101.986;
1900-01-01 12:28:14;65.0;1745720894;100.968;102.872;97.75;101.977;
1900-01-01 12:28:15;66.0;1745720895;100.995;102.862;97.769;101.977;
1900-01-01 12:28:16;67.0;1745720896;100.988;102.862;97.769;101.883;
1900-01-01 12:28:17;68.0;1745720897;100.988;102.903;97.806;101.949;
1900-01-01 12:28:18;69.0;1745720898;101.0;102.822;97.793;101.949;
1900-01-01 12:28:20;70.0;1745720900;101.054;102.896;97.793;101.942;
1900-01-01 12:28:20;71.0;1745720900;101.054;102.896;97.811;101.985;
1900-01-01 12:28:21;72.0;1745720901;101.073;102.887;97.634;101.985;
1900-01-01 12:28:22;73.0;1745720902;101.052;102.887;97.634;101.898;
1900-01-01 12:28:23;74.0;1745720903;101.052;103.013;97.662;101.885;
1900-01-01 12:28:24;75.0;1745720904;101.059;103.071;97.662;101.885;
1900-01-01 12:28:25;76.0;1745720905;101.09;103.071;97.664;101.932;
1900-01-01 12:28:26;77.0;1745720906;101.09;102.912;97.702;101.939;
1900-01-01 12:28:27;78.0;1745720907;101.1;102.94;97.702;101.939;
1900-01-01 12:28:28;79.0;1745720908;101.082;102.94;97.762;101.963;
1900-01-01 12:28:29;80.0;1745720909;101.082;102.812;97.79;101.985;
1900-01-01 12:28:30;81.0;1745720910;101.029;102.903;97.779;101.985;
1900-01-01 12:28:31;82.0;1745720911;101.029;102.903;97.779;102.009;
1900-01-01 12:28:32;83.0;1745720912;101.059;102.929;97.802;102.032;
1900-01-01 12:28:33;84.0;1745720913;101.044;102.9;97.802;102.032;
1900-01-01 12:28:34;85.0;1745720914;101.049;102.9;97.733;101.854;
1900-01-01 12:28:35;86.0;1745720915;101.049;102.831;97.819;101.854;
1900-01-01 12:28:36;87.0;1745720916;101.136;102.858;97.819;101.95;
1900-01-01 12:28:38;88.0;1745720918;101.135;102.858;97.846;101.964;
1900-01-01 12:28:38;89.0;1745720918;101.135;102.868;97.859;101.964;
1900-01-01 12:28:39;90.0;1745720919;101.042;102.882;97.859;101.912;
1900-01-01 12:28:40;91.0;1745720920;101.042;102.882;97.816;101.943;
1900-01-01 12:28:41;92.0;1745720921;101.053;102.959;97.848;101.943;
1900-01-01 12:28:42;93.0;1745720922;101.067;102.959;97.848;101.932;
1900-01-01 12:28:43;94.0;1745720923;101.067;102.941;97.781;101.885;
1900-01-01 12:28:44;95.0;1745720924;101.037;102.947;97.781;101.885;
1900-01-01 12:28:45;96.0;1745720925;101.063;102.947;97.839;101.956;
1900-01-01 12:28:46;97.0;1745720926;101.063;102.912;97.778;101.874;
1900-01-01 12:28:47;98.0;1745720927;100.925;102.93;97.778;101.874;
1900-01-01 12:28:48;99.0;1745720928;100.939;102.93;97.599;101.879;
1900-01-01 12:28:49;100.0;1745720929;100.939;102.976;97.627;101.879;
1900-01-01 12:28:50;101.0;1745720930;101.037;102.925;97.627;101.915;
1900-01-01 12:28:51;102.0;1745720931;100.99;102.925;97.66;101.891;
1900-01-01 12:28:52;103.0;1745720932;100.99;103.023;97.583;101.891;
1900-01-01 12:28:53;104.0;1745720933;101.085;102.975;97.583;102.008;
1900-01-01 12:28:54;105.0;1745720934;101.037;102.975;97.617;101.9;
1900-01-01 12:28:55;106.0;1745720935;101.037;103.04;97.621;101.91;
1900-01-01 12:28:56;107.0;1745720936;100.901;103.04;97.621;101.91;
1900-01-01 12:28:57;108.0;1745720937;100.901;102.919;97.616;101.914;
1900-01-01 12:28:58;109.0;1745720938;100.954;102.934;97.588;101.914;
1900-01-01 12:28:59;110.0;1745720939;101.011;102.934;97.588;101.978;
1900-01-01 12:29:00;111.0;1745720940;101.011;102.886;97.564;101.942;
1900-01-01 12:29:01;112.0;1745720941;100.957;102.896;97.587;101.942;
1900-01-01 12:29:03;113.0;1745720943;101.058;102.918;97.587;101.886;
1900-01-01 12:29:03;114.0;1745720943;101.058;102.918;97.52;101.837;
1900-01-01 12:29:04;115.0;1745720944;100.907;102.918;97.452;101.837;
1900-01-01 12:29:05;116.0;1745720945;100.898;102.918;97.452;101.913;
1900-01-01 12:29:06;117.0;1745720946;100.898;102.877;97.474;101.99;
1900-01-01 12:29:07;118.0;1745720947;100.882;103.049;97.474;101.99;
1900-01-01 12:29:08;119.0;1745720948;100.932;103.049;97.473;101.986;
1900-01-01 12:29:09;120.0;1745720949;100.932;102.869;97.401;101.931;
1900-01-01 12:29:10;121.0;1745720950;100.924;102.916;97.401;101.931;
1900-01-01 12:29:11;122.0;1745720951;100.917;102.916;97.462;101.923;
1900-01-01 12:29:12;123.0;1745720952;100.917;102.843;97.439;101.907;
1900-01-01 12:29:13;124.0;1745720953;100.953;102.904;97.561;101.907;
1900-01-01 12:29:14;125.0;1745720954;101.022;102.904;97.561;101.982;
1900-01-01 12:29:15;126.0;1745720955;101.022;102.935;97.489;101.914;
1900-01-01 12:29:16;127.0;1745720956;100.983;102.937;97.489;101.914;
1900-01-01 12:29:17;128.0;1745720957;100.967;102.937;97.533;102.071;
1900-01-01 12:29:18;129.0;1745720958;100.967;102.97;97.583;101.973;
1900-01-01 12:29:19;130.0;1745720959;100.923;102.939;97.571;101.973;
1900-01-01 12:29:20;131.0;1745720960;101.052;102.939;97.571;101.885;
1900-01-01 12:29:21;132.0;1745720961;101.052;102.96;97.508;101.968;
