Time;Seconds from start for linreg;Unix Time;ch1 po2;ch2 po2;ch3 po2;ch4 po2;
1900-01-01 02:52:08;1.0;1745686328;101.222;102.732;97.716;102.868;
1900-01-01 02:52:09;2.0;1745686329;101.222;102.796;97.648;102.868;
1900-01-01 02:52:10;3.0;1745686330;101.284;102.783;97.648;102.822;
1900-01-01 02:52:11;4.0;1745686331;101.174;102.783;97.699;102.751;
1900-01-01 02:52:12;5.0;1745686332;101.174;102.885;97.669;102.798;
1900-01-01 02:52:13;6.0;1745686333;101.257;102.802;97.669;102.798;
1900-01-01 02:52:14;7.0;1745686334;101.213;102.802;97.631;102.864;
1900-01-01 02:52:15;8.0;1745686335;101.213;102.85;97.639;102.808;
1900-01-01 02:52:16;9.0;1745686336;101.258;102.864;97.639;102.808;
1900-01-01 02:52:17;10.0;1745686337;101.258;102.864;97.666;102.963;
1900-01-01 02:52:18;11.0;1745686338;101.348;102.957;97.623;102.963;
1900-01-01 02:52:19;12.0;1745686339;101.269;102.92;97.623;102.924;
1900-01-01 02:52:21;13.0;1745686341;101.349;102.92;97.597;102.841;
1900-01-01 02:52:21;14.0;1745686341;101.349;102.948;97.61;102.841;
1900-01-01 02:52:22;15.0;1745686342;101.302;103.01;97.61;102.787;
1900-01-01 02:52:23;16.0;1745686343;101.302;103.01;97.536;102.79;
1900-01-01 02:52:24;17.0;1745686344;101.292;102.975;97.566;102.79;
1900-01-01 02:52:25;18.0;1745686345;101.23;102.866;97.566;102.787;
1900-01-01 02:52:26;19.0;1745686346;101.23;102.866;97.606;102.864;
1900-01-01 02:52:27;20.0;1745686347;101.289;102.923;97.578;102.864;
1900-01-01 02:52:28;21.0;1745686348;101.172;102.923;97.578;102.799;
1900-01-01 02:52:29;22.0;1745686349;101.172;102.981;97.642;102.759;
1900-01-01 02:52:30;23.0;1745686350;101.235;102.835;97.596;102.759;
1900-01-01 02:52:31;24.0;1745686351;101.098;102.835;97.596;102.79;
1900-01-01 02:52:32;25.0;1745686352;101.098;102.841;97.717;102.796;
1900-01-01 02:52:33;26.0;1745686353;101.101;102.837;97.717;102.796;
1900-01-01 02:52:34;27.0;1745686354;101.172;102.837;97.769;102.884;
1900-01-01 02:52:35;28.0;1745686355;101.172;102.908;97.74;102.787;
1900-01-01 02:52:36;29.0;1745686356;101.161;102.8;97.74;102.787;
1900-01-01 02:52:37;30.0;1745686357;101.128;102.8;97.679;102.781;
1900-01-01 02:52:38;31.0;1745686358;101.128;102.906;97.764;102.828;
1900-01-01 02:52:39;32.0;1745686359;101.092;102.808;97.764;102.828;
1900-01-01 02:52:40;33.0;1745686360;101.18;102.808;97.694;102.796;
1900-01-01 02:52:41;34.0;1745686361;101.18;102.805;97.726;102.835;
1900-01-01 02:52:42;35.0;1745686362;101.173;102.764;97.726;102.835;
1900-01-01 02:52:43;36.0;1745686363;101.173;102.764;97.693;102.806;
1900-01-01 02:52:44;37.0;1745686364;101.129;102.766;97.646;102.806;
1900-01-01 02:52:46;38.0;1745686366;101.112;102.776;97.646;102.681;
1900-01-01 02:52:46;39.0;1745686366;101.112;102.776;97.689;102.795;
1900-01-01 02:52:47;40.0;1745686367;101.175;102.88;97.607;102.795;
1900-01-01 02:52:49;41.0;1745686369;101.025;102.891;97.607;102.79;
1900-01-01 02:52:49;42.0;1745686369;101.025;102.891;97.51;102.82;
1900-01-01 02:52:50;43.0;1745686370;101.082;102.862;97.423;102.82;
1900-01-01 02:52:51;44.0;1745686371;101.135;102.906;97.423;102.745;
1900-01-01 02:52:52;45.0;1745686372;101.135;102.906;97.416;102.826;
1900-01-01 02:52:53;46.0;1745686373;101.159;102.839;97.398;102.826;
1900-01-01 02:52:54;47.0;1745686374;101.085;102.839;97.398;102.86;
1900-01-01 02:52:55;48.0;1745686375;101.085;102.844;97.462;102.769;
1900-01-01 02:52:56;49.0;1745686376;101.168;102.843;97.462;102.769;
1900-01-01 02:52:57;50.0;1745686377;101.203;102.843;97.531;102.782;
1900-01-01 02:52:58;51.0;1745686378;101.203;102.888;97.625;102.742;
1900-01-01 02:52:59;52.0;1745686379;101.237;102.713;97.728;102.742;
1900-01-01 02:53:00;53.0;1745686380;101.293;102.713;97.728;102.826;
1900-01-01 02:53:01;54.0;1745686381;101.293;102.893;97.747;102.815;
1900-01-01 02:53:02;55.0;1745686382;101.368;102.764;97.768;102.815;
1900-01-01 02:53:03;56.0;1745686383;101.243;102.764;97.768;102.767;
1900-01-01 02:53:04;57.0;1745686384;101.243;102.887;97.818;102.865;
1900-01-01 02:53:06;58.0;1745686386;101.265;102.749;97.76;102.865;
1900-01-01 02:53:06;59.0;1745686386;101.265;102.749;97.76;102.865;
