Time;Seconds from start for linreg;Unix Time;ch1 po2;ch2 po2;ch3 po2;ch4 po2;
1900-01-01 02:02:08;1.0;1745683328;100.345;101.902;97.023;102.364;
1900-01-01 02:02:09;2.0;1745683329;100.38;101.885;97.044;102.364;
1900-01-01 02:02:11;3.0;1745683331;100.346;101.976;97.044;102.474;
1900-01-01 02:02:11;4.0;1745683331;100.346;101.976;97.033;102.365;
1900-01-01 02:02:12;5.0;1745683332;100.299;102.021;97.141;102.365;
1900-01-01 02:02:13;6.0;1745683333;100.283;102.021;97.141;102.385;
1900-01-01 02:02:14;7.0;1745683334;100.283;101.928;97.054;102.44;
1900-01-01 02:02:15;8.0;1745683335;100.289;101.993;96.97;102.44;
1900-01-01 02:02:16;9.0;1745683336;100.205;101.993;96.97;102.336;
1900-01-01 02:02:17;10.0;1745683337;100.205;101.968;96.975;102.38;
1900-01-01 02:02:18;11.0;1745683338;100.265;101.921;96.975;102.38;
1900-01-01 02:02:19;12.0;1745683339;100.265;101.921;96.898;102.332;
1900-01-01 02:02:20;13.0;1745683340;100.308;101.81;96.937;102.332;
1900-01-01 02:02:21;14.0;1745683341;100.283;101.894;96.937;102.424;
1900-01-01 02:02:22;15.0;1745683342;100.323;101.894;96.903;102.459;
1900-01-01 02:02:23;16.0;1745683343;100.323;101.897;96.859;102.459;
1900-01-01 02:02:24;17.0;1745683344;100.361;101.84;96.859;102.363;
1900-01-01 02:02:25;18.0;1745683345;100.361;101.84;96.934;102.407;
1900-01-01 02:02:27;19.0;1745683347;100.407;101.805;96.962;102.452;
1900-01-01 02:02:27;20.0;1745683347;100.42;101.805;96.962;102.452;
1900-01-01 02:02:28;21.0;1745683348;100.42;101.91;97.013;102.37;
1900-01-01 02:02:29;22.0;1745683349;100.357;101.904;97.024;102.37;
1900-01-01 02:02:30;23.0;1745683350;100.444;101.826;97.024;102.469;
1900-01-01 02:02:31;24.0;1745683351;100.444;101.826;97.013;102.344;
1900-01-01 02:02:32;25.0;1745683352;100.409;101.832;96.975;102.344;
1900-01-01 02:02:33;26.0;1745683353;100.426;101.859;96.975;102.396;
1900-01-01 02:02:34;27.0;1745683354;100.426;101.859;96.965;102.413;
1900-01-01 02:02:35;28.0;1745683355;100.382;101.874;97.006;102.413;
1900-01-01 02:02:36;29.0;1745683356;100.297;101.874;97.006;102.413;
1900-01-01 02:02:37;30.0;1745683357;100.297;101.828;96.887;102.344;
1900-01-01 02:02:38;31.0;1745683358;100.322;101.85;96.887;102.344;
1900-01-01 02:02:39;32.0;1745683359;100.356;101.85;96.849;102.399;
1900-01-01 02:02:40;33.0;1745683360;100.356;101.752;96.891;102.419;
1900-01-01 02:02:41;34.0;1745683361;100.367;101.745;96.891;102.419;
1900-01-01 02:02:42;35.0;1745683362;100.354;101.745;96.886;102.458;
1900-01-01 02:02:43;36.0;1745683363;100.354;101.819;96.889;102.423;
1900-01-01 02:02:44;37.0;1745683364;100.494;101.842;96.889;102.423;
1900-01-01 02:02:45;38.0;1745683365;100.365;101.842;96.801;102.387;
1900-01-01 02:02:46;39.0;1745683366;100.365;101.781;96.901;102.36;
1900-01-01 02:02:47;40.0;1745683367;100.422;101.855;96.901;102.36;
1900-01-01 02:02:48;41.0;1745683368;100.422;101.855;96.763;102.486;
1900-01-01 02:02:49;42.0;1745683369;100.327;101.814;96.91;102.44;
1900-01-01 02:02:50;43.0;1745683370;100.266;101.814;96.91;102.44;
1900-01-01 02:02:51;44.0;1745683371;100.266;101.824;96.919;102.505;
1900-01-01 02:02:52;45.0;1745683372;100.241;101.795;96.877;102.505;
1900-01-01 02:02:53;46.0;1745683373;100.26;101.795;96.877;102.385;
1900-01-01 02:02:54;47.0;1745683374;100.26;101.893;96.885;102.395;
1900-01-01 02:02:55;48.0;1745683375;100.165;101.851;96.959;102.395;
1900-01-01 02:02:56;49.0;1745683376;100.195;101.851;96.959;102.419;
1900-01-01 02:02:57;50.0;1745683377;100.195;101.824;96.934;102.363;
1900-01-01 02:02:58;51.0;1745683378;100.231;101.828;96.951;102.363;
1900-01-01 02:02:59;52.0;1745683379;100.225;101.828;96.951;102.378;
1900-01-01 02:03:00;53.0;1745683380;100.225;101.785;97.022;102.375;
1900-01-01 02:03:01;54.0;1745683381;100.23;101.737;96.938;102.375;
1900-01-01 02:03:03;55.0;1745683383;100.267;101.737;96.938;102.394;
1900-01-01 02:03:03;56.0;1745683383;100.267;101.879;96.888;102.326;
1900-01-01 02:03:04;57.0;1745683384;100.298;101.983;96.888;102.326;
1900-01-01 02:03:05;58.0;1745683385;100.298;101.983;96.892;102.345;
1900-01-01 02:03:06;59.0;1745683386;100.242;101.878;96.836;102.345;
1900-01-01 02:03:07;60.0;1745683387;100.34;101.844;96.836;102.437;
