Time;Seconds from start for linreg;Unix Time;ch1 po2;ch2 po2;ch3 po2;ch4 po2;
1900-01-01 09:57:09;1.0;1745711829;101.666;103.169;97.691;102.092;
1900-01-01 09:57:10;2.0;1745711830;101.701;103.051;97.594;102.092;
1900-01-01 09:57:11;3.0;1745711831;101.619;103.117;97.594;102.025;
1900-01-01 09:57:12;4.0;1745711832;101.619;103.117;97.596;102.096;
1900-01-01 09:57:13;5.0;1745711833;101.699;103.079;97.661;102.096;
1900-01-01 09:57:14;6.0;1745711834;101.541;103.043;97.661;102.077;
1900-01-01 09:57:15;7.0;1745711835;101.541;103.043;97.707;102.056;
1900-01-01 09:57:16;8.0;1745711836;101.493;103.05;97.63;102.056;
1900-01-01 09:57:17;9.0;1745711837;101.571;103.05;97.63;102.077;
1900-01-01 09:57:18;10.0;1745711838;101.571;103.083;97.592;102.142;
1900-01-01 09:57:19;11.0;1745711839;101.537;103.061;97.537;102.142;
1900-01-01 09:57:21;12.0;1745711841;101.525;103.083;97.537;102.023;
1900-01-01 09:57:21;13.0;1745711841;101.525;103.083;97.358;102.096;
1900-01-01 09:57:22;14.0;1745711842;101.582;103.051;97.275;102.096;
1900-01-01 09:57:23;15.0;1745711843;101.541;103.051;97.275;102.168;
1900-01-01 09:57:24;16.0;1745711844;101.541;103.111;97.064;102.15;
1900-01-01 09:57:25;17.0;1745711845;101.563;103.065;97.064;102.15;
1900-01-01 09:57:26;18.0;1745711846;101.538;103.065;97.046;102.123;
1900-01-01 09:57:28;19.0;1745711848;101.538;103.153;97.125;102.23;
1900-01-01 09:57:28;20.0;1745711848;101.548;103.105;97.125;102.23;
1900-01-01 09:57:29;21.0;1745711849;101.632;103.105;97.215;102.133;
1900-01-01 09:57:30;22.0;1745711850;101.632;103.057;97.342;102.166;
1900-01-01 09:57:31;23.0;1745711851;101.539;103.168;97.342;102.166;
1900-01-01 09:57:32;24.0;1745711852;101.539;103.168;97.549;102.205;
1900-01-01 09:57:33;25.0;1745711853;101.614;103.15;97.519;102.06;
1900-01-01 09:57:34;26.0;1745711854;101.552;103.162;97.519;102.06;
1900-01-01 09:57:35;27.0;1745711855;101.552;103.162;97.543;102.059;
1900-01-01 09:57:36;28.0;1745711856;101.542;103.092;97.478;102.059;
1900-01-01 09:57:37;29.0;1745711857;101.539;103.092;97.478;102.181;
1900-01-01 09:57:38;30.0;1745711858;101.539;103.24;97.505;102.112;
1900-01-01 09:57:39;31.0;1745711859;101.611;103.201;97.432;102.112;
1900-01-01 09:57:40;32.0;1745711860;101.547;103.201;97.432;102.177;
1900-01-01 09:57:41;33.0;1745711861;101.547;103.141;97.427;102.208;
1900-01-01 09:57:42;34.0;1745711862;101.626;103.131;97.366;102.208;
1900-01-01 09:57:43;35.0;1745711863;101.654;103.131;97.366;102.195;
1900-01-01 09:57:44;36.0;1745711864;101.654;103.128;97.327;102.069;
1900-01-01 09:57:45;37.0;1745711865;101.6;103.102;97.327;102.069;
1900-01-01 09:57:46;38.0;1745711866;101.639;103.102;97.339;102.189;
1900-01-01 09:57:47;39.0;1745711867;101.639;103.096;97.406;102.186;
1900-01-01 09:57:48;40.0;1745711868;101.751;103.071;97.406;102.186;
1900-01-01 09:57:49;41.0;1745711869;101.634;103.071;97.428;102.141;
1900-01-01 09:57:50;42.0;1745711870;101.634;103.021;97.335;102.213;
1900-01-01 09:57:51;43.0;1745711871;101.708;103.053;97.335;102.213;
1900-01-01 09:57:52;44.0;1745711872;101.634;103.053;97.381;102.101;
1900-01-01 09:57:53;45.0;1745711873;101.634;103.054;97.444;102.106;
1900-01-01 09:57:54;46.0;1745711874;101.642;103.086;97.444;102.106;
1900-01-01 09:57:55;47.0;1745711875;101.642;103.086;97.541;102.152;
1900-01-01 09:57:56;48.0;1745711876;101.63;103.063;97.536;102.152;
1900-01-01 09:57:58;49.0;1745711878;101.557;103.027;97.536;102.051;
1900-01-01 09:57:58;50.0;1745711878;101.557;103.027;97.249;102.206;
1900-01-01 09:57:59;51.0;1745711879;101.558;103.012;97.263;102.206;
1900-01-01 09:58:00;52.0;1745711880;101.464;103.122;97.263;102.111;
1900-01-01 09:58:01;53.0;1745711881;101.464;103.122;97.172;102.084;
1900-01-01 09:58:02;54.0;1745711882;101.482;103.061;97.179;102.084;
1900-01-01 09:58:03;55.0;1745711883;101.371;103.086;97.179;102.131;
1900-01-01 09:58:04;56.0;1745711884;101.371;103.086;97.279;102.242;
