TimeStartMeasurement;In Hours;Unix time;MO2;Slope;Intercept;Pearson r;R squared;P value;respirometer;
1900-01-01 16:02:07;0.3502777777777778;1745648526;5.236968678314636;-0.005386099984544716;101.88322879806627;-0.9956076717692848;0.9912346360858559;0.0;2;
1900-01-01 16:27:07;0.7669444444444444;1745650026;6.7083541051135684;-0.006899385534133202;103.9502093021313;-0.6513065400763904;0.42420020914627876;1.1776628762430448e-145;2;
1900-01-01 16:52:07;1.1836111111111112;1745651526;6.48066439659914;-0.006665211986258324;102.94008396441478;-0.9991328650528069;0.9982664820286303;0.0;2;
1900-01-01 17:17:07;1.6002777777777777;1745653026;6.378212922836724;-0.006559843038085443;102.39153991103699;-0.9985404373138601;0.997083004950955;0.0;2;
1900-01-01 17:42:07;2.0169444444444444;1745654527;5.869708008414998;-0.006036857608928896;101.01533632749513;-0.9982962476174408;0.9965953980070628;0.0;2;
1900-01-01 18:07:07;2.433611111111111;1745656027;5.515839916300076;-0.0056729125402170425;100.48442814706699;-0.9988778641017334;0.997756987392441;0.0;2;
1900-01-01 18:32:07;2.850277777777778;1745657527;5.629296569808382;-0.005789600058750042;100.9021173352794;-0.9986696394066797;0.9973410486726677;0.0;2;
1900-01-01 18:57:07;3.2669444444444444;1745659027;5.821201650650216;-0.0059869699527569115;101.19736795663053;-0.9988854608683458;0.9977721639341677;0.0;2;
1900-01-01 19:22:07;3.683611111111111;1745660527;5.929424825401202;-0.006098274960607608;101.39290161384488;-0.9986885148929012;0.9973787497789885;0.0;2;
1900-01-01 19:47:07;4.1002777777777775;1745662027;6.1580971537562625;-0.00633345911004105;101.62617969557965;-0.9984778794323095;0.9969580757156415;0.0;2;
1900-01-01 20:12:07;4.516944444444444;1745663527;5.8313864856174265;-0.005997444817670012;100.65700394634418;-0.9981792469331265;0.9963618090079837;0.0;2;
1900-01-01 20:37:07;4.933611111111111;1745665027;5.660202764866028;-0.005821386358601638;100.47038500834029;-0.5843489717135846;0.3414637207427237;8.404215451804095e-111;2;
1900-01-01 21:02:07;5.3502777777777775;1745666527;5.76025208321573;-0.005924284746031074;101.34363798999166;-0.9982385349543176;0.9964801726677424;0.0;2;
1900-01-01 21:27:07;5.766944444444444;1745668027;5.734500049173173;-0.005897799380416237;101.58351686127328;-0.9984012450849036;0.9968050461870857;0.0;2;
1900-01-01 21:52:07;6.183888888888889;1745669527;5.656086334746153;-0.0058171527063560465;101.8218802001668;-0.9991003055105157;0.9982014204712057;0.0;2;
1900-01-01 22:17:08;6.6002777777777775;1745671027;5.137822842100542;-0.00528413080739236;102.11775871796335;-0.9977782379177013;0.9955614120621529;0.0;2;
1900-01-01 22:42:07;7.017222222222222;1745672527;5.6233369828277295;-0.005783470762717149;100.95543378850957;-0.9987439330538268;0.9974894438118269;0.0;2;
1900-01-01 23:07:08;7.433888888888889;1745674027;3.6199526232405774;-0.0037230367347477335;101.2520177258827;-0.9969648178105892;0.9939388479521013;0.0;2;
1900-01-01 23:32:08;7.850555555555555;1745675527;3.698118944907113;-0.003803428971131232;102.07865493049763;-0.9937284959004342;0.9874963235645393;0.0;2;
1900-01-01 23:57:08;8.267222222222221;1745677028;3.094101701652666;-0.0031822113423092668;102.07089824561402;-0.9315698421739002;0.8678223708479053;3.594183894111496e-76;2;
1900-01-01 00:22:08;8.68388888888889;1745678527;3.098290666477789;-0.003186519594805273;102.53158668334723;-0.9953689107720693;0.9907592685315757;0.0;2;
1900-01-01 00:47:08;9.100555555555555;1745680028;3.675037049780488;-0.0037796897810345688;102.7753645468446;-0.401249832179126;0.1610014278237768;1.2311529867935717e-47;2;
1900-01-01 01:12:08;9.517222222222221;1745681528;2.320714616027079;-0.0023868007859727688;101.51498637197665;-0.27328228648093655;0.07468320810424868;5.365511964437597e-22;2;
1900-01-01 01:37:08;9.93388888888889;1745683028;2.011979075481744;-0.002069273492551037;101.32778706561024;-0.9817709199586607;0.963874139276475;0.0;2;
1900-01-01 02:02:08;10.350555555555555;1745684528;1.8774777848587914;-0.001930942056209762;102.16635737142063;-0.9794408926487238;0.959304462192529;0.0;2;
1900-01-01 02:27:08;10.767222222222221;1745686028;2.278163371823522;-0.002343037825026267;102.8275950472616;-0.269387495754024;0.0725696228686243;2.1342437610125027e-21;2;
1900-01-01 02:52:08;11.18388888888889;1745687528;2.076669814430338;-0.002135806406810005;103.16325841395607;-0.9814037039268487;0.9631532300813378;0.0;2;
