TimeStartMeasurement;In Hours;Unix time;MO2;Slope;Intercept;Pearson r;R squared;P value;respirometer;
1900-01-01 06:12:09;14.5175;1745699528;8.527099178304205;-0.008769922368001646;96.58682338198498;-0.9945709128127531;0.9891713006131929;0.0;3;
1900-01-01 06:37:09;14.934166666666666;1745701028;7.131120878616209;-0.007334191287632839;96.50767520155686;-0.673706516491489;0.45388047036309703;1.475885592588616e-159;3;
1900-01-01 07:02:09;15.350833333333334;1745702529;7.336910321930241;-0.007545840924195087;96.95229997497914;-0.9903800162010586;0.9808525764904091;0.0;3;
1900-01-01 07:27:09;15.7675;1745704029;6.911135585094773;-0.007107941550653853;97.92124640116762;-0.9800020794693495;0.9604040757642491;0.0;3;
1900-01-01 07:52:09;16.184166666666666;1745705529;6.2148396533154635;-0.006391817445706559;97.59109470948012;-0.9956722493181447;0.9913632280622536;0.0;3;
1900-01-01 08:17:09;16.600833333333334;1745707029;6.2727777495069414;-0.006451405424587101;98.72918895746456;-0.9821197985861558;0.9645592987749113;0.0;3;
1900-01-01 08:42:09;17.0175;1745708529;4.756888960713277;-0.004892349206492504;97.39558819849876;-0.9957840940423093;0.9915859619476627;0.0;3;
1900-01-01 09:07:09;17.434166666666666;1745710029;4.74010399087903;-0.004875086257004346;97.47748346399776;-0.5345901086169612;0.2857865842310944;1.1930936111380795e-89;3;
1900-01-01 09:32:09;17.850833333333334;1745711529;4.4137581897561695;-0.004539447221838348;98.1424597233806;-0.9961206320266542;0.9922563135491811;0.0;3;
1900-01-01 09:57:09;18.2675;1745713029;5.128753294457617;-0.00527480298944652;97.31646919516264;-0.9975627288190607;0.9951313979289309;0.0;3;
1900-01-01 10:22:09;18.684444444444445;1745714529;5.373431105249552;-0.005526448403783615;98.1343280998054;-0.997172422243294;0.9943528396825583;0.0;3;
1900-01-01 10:47:09;19.100833333333334;1745716029;4.82309340453214;-0.004960438930860368;98.27127357798165;-0.9971516575260924;0.9943114281070334;0.0;3;
1900-01-01 11:12:09;19.517777777777777;1745717529;4.474639908009355;-0.004602062647265728;97.97927028634975;-0.9964874679170197;0.9929872737156734;0.0;3;
1900-01-01 11:37:10;19.934444444444445;1745719029;4.45360269152965;-0.004580426361407194;97.57335936335835;-0.9962609980026733;0.9925359761412826;0.0;3;
1900-01-01 12:02:10;20.351111111111113;1745720530;4.445207492240143;-0.004571792094994509;97.8063686530442;-0.9903480508599194;0.9807892618420415;0.0;3;
1900-01-01 12:27:10;20.767777777777777;1745722029;5.644217549067723;-0.005804945937462456;98.72798420211289;-0.9722100840736401;0.9451924475744743;0.0;3;
1900-01-01 12:52:10;21.184444444444445;1745723530;4.539850692347282;-0.00466913041606279;98.45833114817904;-0.9960751692127914;0.992165742722291;0.0;3;
1900-01-01 13:17:10;21.601111111111113;1745725030;4.561706798513005;-0.004691608910839522;98.57387615095912;-0.9965370437373631;0.9930860795408031;0.0;3;
